年月日	地点	平均気温(℃)	最高気温(℃)	最低気温(℃)	降水量の合計(mm)	10分間降水量の最大(mm)	日照時間(時間)	合計全天日射量(MJ/㎡)	最深積雪(cm)	降雪量合計(cm)	平均風速(m/s)	最大風速(m/s)	最大瞬間風速(m/s)	最多風向(16方位)	平均蒸気圧(hPa)	平均現地気圧(hPa)	平均湿度(%)	平均海面気圧(hPa)	最小相対湿度(%)	最低海面気圧(hPa)	平均雲量(10分比)	天気概況(昼:06時~18時)	天気概況(夜:18時~翌日06時)
2017/2/12	大田	2.8	6.8	0.0	4.5	2.0	2.3				2.2	5.2	10.1	北西									
2017/2/13	大田	2.8	8.0	0.0	1.5	0.5	2.9				1.8	3.6	6.8	南東									
2017/2/14	大田	4.5	8.1	-0.2	1.0	0.5	3.2				2.7	6.2	12.6	北									
2017/2/15	大田	5.8	11.6	1.6	0.0	0.0	6.7				2.1	4.0	8.5	南東									
2017/2/16	大田	9.2	16.3	2.9	0.0	0.0	9.1				2.5	4.0	8.3	南南東									
2017/2/17	大田	11.5	15.3	8.0	4.0	1.0	0.0				2.3	4.5	10.0	南東									
2017/2/18	大田	6.8	11.8	3.0	4.5	1.5	2.3				3.0	7.6	17.6	西北西									
2017/2/19	大田	6.2	10.9	1.8	2.5	1.5	6.6				2.3	5.2	10.7	南南東									
2017/2/20	大田	8.8	14.9	3.9	56.5	3.5	0.3				3.8	8.2	16.5	北北西									
2017/2/21	大田	3.7	6.8	-1.3	0.0	0.0	3.5				3.2	6.5	14.5	北									
2017/2/22	大田	5.8	10.8	-1.5	6.0	0.5	1.1				3.6	8.0	16.5	南東									
2017/2/23	大田	8.4	12.1	5.3	19.0	1.5	0.0				3.8	6.0	12.1	北西									
2017/2/24	大田	5.4	9.3	1.8	1.0	1.0	3.6				2.0	4.9	9.7	北北西									
2017/2/25	大田	5.0	9.6	0.4	0.0	0.0	1.2				2.1	4.3	10.7	南南東									
2017/2/26	大田	5.5	10.8	0.8	1.0	0.5	2.3				1.9	4.3	7.2	南東									
2017/2/27	大田	6.3	11.3	0.9	0.0	0.0	9.9				2.7	5.5	9.8	東北東									
2017/2/28	大田	4.5	12.1	-1.6	0.0	0.0	10.4				1.3	3.6	6.8	南東									
2017/3/1	大田	6.3	12.9	0.7	0.0	0.0	4.8				1.6	3.4	6.2	南南東									
2017/3/2	大田	7.4	10.5	3.8	7.5	1.0	0.9				3.5	8.2	15.6	北西									
2017/3/3	大田	6.5	11.7	2.6	0.5	0.5	6.2				1.4	4.6	9.1	北西									
2017/3/4	大田	7.8	15.4	2.0	0.0	0.0	10.3				1.9	4.2	8.8	南南東									
2017/3/5	大田	8.7	14.4	3.6	0.0	0.0	3.2				1.4	3.9	6.7	南									
2017/3/6	大田	8.4	12.5	5.0	0.0	0.0	1.5				3.1	5.2	11.3	北西									
2017/3/7	大田	4.7	7.3	2.6	4.0	1.5	3.1				3.3	5.7	14.1	西北西									
2017/3/8	大田	4.4	7.4	1.5	0.0	0.0	2.2				3.1	5.9	13.5	西北西									
2017/3/9	大田	5.8	9.7	1.5	0.0	0.0	2.4				2.8	5.7	12.9	西北西									
2017/3/10	大田	8.3	12.4	1.7	0.0	0.0	7.5				2.9	7.4	14.9	西北西									
2017/3/11	大田	6.2	12.8	0.0	0.0	0.0	10.8				2.1	4.5	9.0	南東									
2017/3/12	大田	7.8	15.0	1.3	0.0	0.0	10.3				1.9	4.0	7.0	南南東									
2017/3/13	大田	9.7	15.5	6.7	0.0	0.0	2.7				2.6	5.2	10.0	南南西									
2017/3/14	大田	7.8	11.2	6.0	0.5	0.5	2.9				2.8	5.6	13.5	北									
2017/3/15	大田	6.4	8.4	4.4	3.0	0.5	0.2				4.1	8.7	16.0	北北西									
2017/3/16	大田	6.3	11.7	1.0	0.0	0.0	7.0				1.3	4.1	7.7	南東									
2017/3/17	大田	5.8	13.4	-0.2	0.0	0.0	10.8				1.6	3.7	6.9	南東									
2017/3/18	大田	6.9	13.3	1.0	0.0	0.0	4.2				1.4	3.5	6.1	南東									
2017/3/19	大田	9.1	17.5	2.1	0.0	0.0	10.7				1.4	3.8	7.4	南東									
2017/3/20	大田	9.5	16.7	1.4	3.5	0.5	5.9				1.5	4.1	9.0	南東									
2017/3/21	大田	8.0	11.3	6.2	14.5	1.5	0.1				2.1	6.4	14.3	北北西									
2017/3/22	大田	7.4	13.0	1.8	0.0	0.0	9.9				1.7	3.7	7.6	東南東									
2017/3/23	大田	9.4	15.6	4.3	0.0	0.0	7.2				1.7	3.6	8.6	南南東									
2017/3/24	大田	7.6	12.1	2.9	0.0	0.0	7.1				2.2	4.9	9.3	東北東									
2017/3/25	大田	7.1	12.6	2.1	0.0	0.0	8.4				1.9	6.2	11.0	北									
2017/3/26	大田	7.8	13.9	0.9	0.0	0.0	7.8				1.5	5.0	9.0	北北東									
2017/3/27	大田	6.6	9.5	4.9	14.0	1.5	0.8				1.3	3.5	7.7	南南西									
2017/3/28	大田	7.1	12.5	3.7	8.5	1.5	2.4				1.9	3.9	7.5	南南東									
2017/3/29	大田	10.1	15.8	5.3	0.5	0.5	5.2				2.0	4.3	9.7	南東									
2017/3/30	大田	12.4	17.9	7.5	0.0	0.0	6.9				1.7	3.8	7.3	南									
2017/3/31	大田	7.3	10.6	4.8	7.0	0.5	0.0				1.2	4.2	10.4	南東									
2017/4/1	大田	8.0	13.5	2.8	0.0	0.0	9.1				2.1	6.5	12.0	北									
2017/4/2	大田	7.1	14.0	1.5	0.0	0.0	6.0				2.0	5.6	11.0	北									
2017/4/3	大田	9.9	16.9	2.9	0.0	0.0	11.2				2.7	4.9	11.7	南東									
2017/4/4	大田	12.2	20.3	4.7	0.0	0.0	10.8				1.5	4.2	7.4	南東									
2017/4/5	大田	16.0	20.7	7.7	0.0	0.0	1.7				3.1	7.0	14.1	南東									
2017/4/6	大田	16.8	18.7	13.9	3.5	0.5	0.1				3.7	7.2	15.8	南東									
2017/4/7	大田	16.9	21.3	14.5	3.0	0.5	0.1				1.2	3.5	7.7	北									
2017/4/8	大田	16.7	21.4	14.1	2.5	1.0	3.9				1.0	3.4	6.0	北西									
2017/4/9	大田	13.0	15.8	8.8	0.0	0.0	0.0				2.0	4.8	10.5	北北東									
2017/4/10	大田	12.1	16.2	6.1	0.0	0.0	1.0				1.1	3.6	8.2	南									
2017/4/11	大田	12.8	14.6	9.2	22.5	1.5	0.0				2.1	6.3	11.9	南東									
2017/4/12	大田	10.9	17.3	6.6	1.0	0.5	6.5				1.8	4.5	9.5	南南東									
2017/4/13	大田	13.1	17.9	5.6	0.0	0.0	11.8				2.4	4.5	9.6	南南東									
2017/4/14	大田	17.1	22.5	10.0	0.0	0.0	11.3				2.3	4.3	10.5	南東									
2017/4/15	大田	18.2	22.5	12.4	21.0	7.5	7.9				2.3	4.5	12.0	西									
2017/4/16	大田	18.2	23.9	13.5	0.0	0.0	10.5				1.7	4.1	7.0	南南東									
2017/4/17	大田	17.3	19.4	13.6	63.0	4.0	0.0				2.5	6.1	11.3	南東									
2017/4/18	大田	16.1	20.2	13.1	0.5	0.5	6.4				2.1	3.8	10.5	西北西									
2017/4/19	大田	14.3	18.1	8.3	0.5	0.5	11.9				3.2	5.9	15.0	西北西									
2017/4/20	大田	13.7	21.6	7.3	0.0	0.0	4.1				1.6	5.2	10.5	南南東									
2017/4/21	大田	14.8	20.6	9.9	0.0	0.0	6.9				1.8	3.9	7.8	西北西									
2017/4/22	大田	12.4	17.2	6.3	0.0	0.0	12.3				2.1	6.1	11.8	北									
2017/4/23	大田	11.8	19.7	3.8	0.0	0.0	12.5				2.2	6.1	10.6	北									
2017/4/24	大田	16.9	25.3	6.3	0.0	0.0	12.5				2.1	5.1	9.9	南南東									
2017/4/25	大田	19.2	24.0	15.9	1.5	0.5	5.3				2.1	4.9	11.3	南東									
2017/4/26	大田	14.2	16.1	11.8	29.5	3.5	0.0				1.4	5.2	8.3	南東									
2017/4/27	大田	12.9	18.1	8.6	0.0	0.0	7.1				1.3	3.9	7.0	北北西									
2017/4/28	大田	15.0	22.4	7.4	0.0	0.0	12.4				2.4	4.6	13.5	南東									
2017/4/29	大田	16.8	21.1	12.1	0.0	0.0	10.5				2.2	4.4	10.2	西北西									
2017/4/30	大田	20.7	26.8	12.7	0.0	0.0	12.1				2.8	4.3	13.3	南東									
2017/5/1	大田	17.5	21.3	8.3	0.0	0.0	2.8				1.8	4.5	10.2	北									
2017/5/2	大田	14.6	21.9	5.6	0.0	0.0	12.1				1.8	5.8	10.7	北									
2017/5/3	大田	19.0	25.6	15.1	0.0	0.0	5.7				2.2	5.6	10.5	南東									
2017/5/4	大田	20.6	27.3	14.8	0.0	0.0	10.3				2.2	6.0	10.9	南南東									
2017/5/5	大田	21.8	27.8	18.8	0.0	0.0	7.0				1.6	4.4	9.5	南東									
2017/5/6	大田	18.1	22.5	13.6	8.0	2.0	5.2				1.6	5.4	12.6	南東									
2017/5/7	大田	19.7	24.6	12.0	0.0	0.0	12.2				1.9	3.9	12.3	西									
2017/5/8	大田	19.7	25.1	16.0	0.0	0.0	8.9				1.8	4.4	10.3	西									
2017/5/9	大田	15.9	18.3	14.0	12.0	1.0	0.0				2.0	7.1	14.2	南東									
2017/5/10	大田	17.1	19.4	15.5	0.5	0.5	1.0				2.1	6.2	11.4	南東									
2017/5/11	大田	20.0	25.3	16.3	3.0	2.5	6.1				1.9	4.5	12.2	西南西									
2017/5/12	大田	20.2	23.9	15.6	9.0	1.0	0.1				1.3	2.8	6.0	南東									
2017/5/13	大田	17.2	20.9	15.2	7.5	1.5	3.3				1.6	3.4	7.9	西北西									
2017/5/14	大田	19.6	24.1	15.4	0.0	0.0	9.9				2.0	5.4	11.9	西北西									
2017/5/15	大田	17.1	21.1	12.1	0.0	0.0	4.9				1.6	3.9	9.3	西南西									
2017/5/16	大田	16.1	21.9	10.3	0.0	0.0	7.0				1.3	3.2	5.9	南東									
2017/5/17	大田	15.6	21.2	12.6	0.0	0.0	2.7				1.4	3.2	6.8	東南東									
2017/5/18	大田	16.5	23.6	11.6	0.0	0.0	11.8				1.7	3.6	7.2	南東									
2017/5/19	大田	20.1	27.9	11.5	0.0	0.0	13.0				1.8	3.5	8.6	南南東									
2017/5/20	大田	21.6	29.1	15.4	0.0	0.0	11.9				1.8	3.6	9.2	南南東									
2017/5/21	大田	20.1	27.2	14.9	0.0	0.0	10.5				1.5	3.3	6.8	南南東									
2017/5/22	大田	20.0	26.5	14.3	0.0	0.0	12.9				1.5	3.2	5.6	北西									
2017/5/23	大田	20.3	26.0	13.7	0.0	0.0	8.2				1.3	3.8	6.8	南南東									
2017/5/24	大田	20.5	24.7	17.9	0.0	0.0	0.2				1.2	2.7	5.9	南									
2017/5/25	大田	20.6	26.3	16.3	0.0	0.0	8.7				1.6	3.4	6.6	南東									
2017/5/26	大田	16.6	20.0	12.1	0.0	0.0	3.3				2.0	4.4	9.0	北西									
2017/5/27	大田	16.1	22.0	11.2	0.0	0.0	10.0				1.5	3.4	6.8	北西									
2017/5/28	大田	19.2	27.2	11.2	0.0	0.0	12.5				1.4	2.8	6.3	南東									
2017/5/29	大田	21.8	28.2	16.5	0.0	0.0	12.9				2.1	3.5	8.6	西									
2017/5/30	大田	22.8	30.6	15.3	0.0	0.0	9.7				1.3	3.2	6.8	南東									
2017/5/31	大田	20.8	27.8	17.0	4.5	2.0	1.4				1.3	3.3	6.7	南東									
2017/6/1	大田	20.2	26.7	16.0	14.5	10.5	5.6				2.0	6.0	20.4	南南東									
2017/6/2	大田	17.2	21.6	11.6	0.0	0.0	9.8				1.9	4.2	11.2	北北西									
2017/6/3	大田	16.6	24.7	10.6	0.0	0.0	8.9				1.5	3.2	7.8	南東									
2017/6/4	大田	17.5	24.0	11.5	0.0	0.0	12.7				1.6	3.6	7.5	南東									
2017/6/5	大田	17.6	23.4	10.0	0.0	0.0	13.4				2.2	5.1	9.9	北									
2017/6/6	大田	20.1	26.5	11.2	0.0	0.0	5.0				1.3	3.7	6.4	南東									
2017/6/7	大田	19.0	21.1	17.7	55.0	4.5	0.0				2.6	6.3	14.2	南東									
2017/6/8	大田	19.6	24.1	14.8	1.5	1.5	6.9				1.6	3.4	10.7	西北西									
2017/6/9	大田	20.4	27.1	13.7	0.0	0.0	12.9				1.9	4.3	8.7	南南東									
2017/6/10	大田	21.0	25.7	17.3	0.0	0.0	8.0				2.0	4.5	10.9	南東									
2017/6/11	大田	19.2	24.1	15.0	15.0	5.5	4.8				1.3	4.6	9.6	北北東									
2017/6/12	大田	16.7	21.9	10.8	0.0	0.0	9.3				1.7	5.0	9.6	北									
2017/6/13	大田	16.4	21.8	10.9	0.0	0.0	13.0				1.6	4.7	9.1	北									
2017/6/14	大田	18.4	24.7	11.9	0.0	0.0	13.5				1.3	3.6	7.1	南東									
2017/6/15	大田	20.7	27.0	14.3	0.0	0.0	12.6				1.9	3.6	8.4	西北西									
2017/6/16	大田	20.4	25.2	16.0	0.0	0.0	10.5				2.1	5.4	11.3	北									
2017/6/17	大田	19.7	26.4	11.0	0.0	0.0	13.3				2.0	5.1	10.0	北									
2017/6/18	大田	21.4	28.2	16.6	0.0	0.0	11.9				1.5	3.5	6.4	北北西									
2017/6/19	大田	21.9	28.3	15.7	0.0	0.0	12.8				1.4	3.4	6.9	北西									
2017/6/20	大田	22.3	27.3	17.5	4.0	1.0	0.0				1.6	5.3	10.1	南東									
2017/6/21	大田	19.8	22.0	17.6	1.0	0.5	0.0				1.7	4.7	9.3	北西									
2017/6/22	大田	21.3	28.2	16.7	0.0	0.0	7.6				1.7	4.4	6.9	北西									
2017/6/23	大田	22.9	28.3	16.8	0.0	0.0	11.5				1.9	4.8	9.3	北									
2017/6/24	大田	23.0	28.5	18.4	1.0	0.5	5.7				1.0	2.8	5.8	南南東									
2017/6/25	大田	21.5	25.2	19.2	5.0	1.0	0.5				1.1	3.8	7.9	北									
2017/6/26	大田	22.4	27.4	17.5	0.0	0.0	7.2				1.3	5.3	9.5	北									
2017/6/27	大田	23.3	27.8	18.4	0.0	0.0	4.2				0.9	2.9	5.1	南東									
2017/6/28	大田	24.0	29.0	21.1	0.0	0.0	4.1				1.1	3.3	6.1	北北西									
2017/6/29	大田	23.2	27.6	21.7	16.0	1.5	0.3				0.9	2.4	5.1	南南東									
2017/6/30	大田	25.4	30.3	21.9	19.5	4.5	1.4				1.6	3.2	6.9	南東									
2017/7/1	大田	26.3	29.0	24.0	0.0	0.5	2.1				1.4	2.9	8.2	南東									
2017/7/2	大田	28.3	32.8	25.0	0.0	0.0	5.8				1.5	4.0	10.3	東南東									
2017/7/3	大田	28.2	32.7	24.3	0.0	0.0	10.3				2.1	4.1	11.4	南東									
2017/7/4	大田	25.0	28.4	23.5	15.5	7.5	0.3				1.5	3.4	9.6	南東									
2017/7/5	大田	23.2	25.5	21.4	15.0	1.5	0.0				0.7	2.2	6.1	西北西									
2017/7/6	大田	25.1	30.0	21.5	0.0	0.0	4.8				1.1	3.0	5.8	南南東									
2017/7/7	大田	26.7	31.4	23.5	0.0	0.0	5.0				1.3	3.3	7.1	南南東									
2017/7/8	大田	27.3	31.7	25.1	0.0	0.0	1.4				1.4	3.5	8.8	南東									
2017/7/9	大田	25.4	29.1	22.9	72.0	15.0	0.2				1.3	4.1	9.0	南東									
2017/7/10	大田	28.9	34.3	24.7	0.0	0.0	5.8				1.8	4.2	8.5	南東									
2017/7/11	大田	27.9	31.3	25.9	0.0	0.0	2.9				1.7	3.7	9.5	南東									
2017/7/12	大田	26.0	28.6	23.1	7.0	3.0	1.5				1.2	2.9	7.7	南東									
2017/7/13	大田	25.8	31.4	22.4	0.0	0.0	6.3				1.4	3.2	6.1	南南東									
2017/7/14	大田	27.4	32.0	23.2	0.0	0.0	8.2				1.3	3.1	6.8	南南東									
2017/7/15	大田	28.4	34.0	24.9	0.0	0.0	11.9				1.7	3.1	7.5	南南東									
2017/7/16	大田	28.3	32.6	24.9	0.0	0.0	9.9				1.6	3.4	9.9	西									
2017/7/17	大田	28.5	31.9	27.1	0.0	0.0	5.5				1.8	4.1	11.1	西									
2017/7/18	大田	27.1	30.5	25.0	0.5	0.5	1.7				1.4	3.3	10.3	西									
2017/7/19	大田	27.6	32.3	24.7	0.0	0.0	7.7				1.3	2.7	5.1	北北西									
2017/7/20	大田	28.9	34.5	24.4	0.0	0.0	12.7				1.5	3.1	6.3	南東									
2017/7/21	大田	29.4	35.4	24.9	0.0	0.0	11.4				1.4	3.6	7.6	南南東									
2017/7/22	大田	29.5	34.6	26.4	0.0	0.0	7.3				1.5	3.2	7.6	南南東									
2017/7/23	大田	29.0	33.1	26.4	0.0	0.0	4.5				1.3	3.0	7.4	南東									
2017/7/24	大田	28.2	31.2	26.1	19.5	12.5	0.1				1.3	2.9	7.7	南東									
2017/7/25	大田	26.8	29.6	24.9	5.5	3.5	0.0				1.1	3.5	8.0	南東									
2017/7/26	大田	27.1	32.1	24.1	0.0	0.0	11.7				2.6	5.1	9.9	北東									
2017/7/27	大田	27.9	32.8	23.9	0.0	0.0	6.5				1.0	3.3	5.5	南東									
2017/7/28	大田	28.2	32.4	25.3	0.0	0.0	3.3				1.0	3.1	6.3	北西									
2017/7/29	大田	27.8	32.4	24.5	0.0	0.0	8.6				1.4	4.4	8.1	北									
2017/7/30	大田	27.4	32.2	24.8	0.0	0.0	10.7				1.1	3.7	6.3	北									
2017/7/31	大田	28.2	33.6	23.4	0.0	0.0	10.9				1.2	3.8	7.0	北									
2017/8/1	大田	27.4	32.4	23.9	0.0	0.0	9.5				1.6	3.8	8.2	北									
2017/8/2	大田	26.9	32.1	21.9	0.0	0.0	12.8				1.9	6.1	10.4	北									
2017/8/3	大田	28.4	33.8	22.6	0.0	0.0	10.7				1.6	4.0	7.9	南東									
2017/8/4	大田	30.2	35.4	24.6	0.0	0.0	11.4				1.3	3.7	7.2	北									
2017/8/5	大田	31.1	35.6	26.0	0.0	0.0	11.4				1.9	4.3	7.5	南南東									
2017/8/6	大田	32.4	38.4	27.5	0.0	0.0	12.1				2.0	3.9	7.8	南東									
2017/8/7	大田	25.7	29.7	23.6	37.5	3.0	0.0				1.8	4.9	10.1	北									
2017/8/8	大田	27.0	31.8	23.4	0.0	0.0	5.0				1.4	3.2	9.7	南南東									
2017/8/9	大田	26.6	31.0	24.7	11.0	6.5	0.3				0.9	3.0	7.8	南南東									
2017/8/10	大田	27.2	31.8	24.4	5.0	3.0	3.6				1.2	2.7	7.4	南東									
2017/8/11	大田	25.3	28.2	23.1	5.5	1.5	0.1				1.7	4.5	10.2	南南東									
2017/8/12	大田	25.5	29.3	22.9	2.0	1.0	6.3				1.7	4.5	9.0	北北東									
2017/8/13	大田	25.3	30.2	20.6	0.0	0.0	7.4				1.7	4.9	10.2	北									
2017/8/14	大田	25.0	28.5	22.4	53.5	6.0	0.1				0.6	2.5	4.9	南東									
2017/8/15	大田	25.6	30.6	23.6	4.0	1.5	1.0				0.7	2.0	4.6	西北西									
2017/8/16	大田	26.9	33.1	23.2	0.0	0.0	6.9				1.0	3.2	6.5	南南東									
2017/8/17	大田	27.3	32.4	24.4	0.0	0.0	5.8				1.1	3.2	7.0	南南東									
2017/8/18	大田	26.3	30.3	23.8	4.0	3.0	5.5				1.4	3.0	6.9	南東									
2017/8/19	大田	26.1	30.8	22.7	0.0	0.0	7.1				1.3	4.0	7.2	南南東									
2017/8/20	大田	27.0	32.4	22.0	0.0	0.0	9.9				1.1	2.7	6.0	南東									
2017/8/21	大田	28.6	35.2	23.8	0.0	0.0	8.5				1.7	3.7	8.8	南東									
2017/8/22	大田	29.1	33.6	26.1	0.0	0.0	6.5				1.5	3.3	7.9	南南東									
2017/8/23	大田	29.0	33.9	26.0	0.0	0.0	11.4				1.8	3.3	8.1	南東									
2017/8/24	大田	29.9	34.3	26.0	0.0	0.0	10.1				1.8	4.1	10.6	南東									
2017/8/25	大田	27.5	29.9	25.4	40.0	11.5	1.0				1.0	2.6	9.5	西南西									
2017/8/26	大田	26.0	30.9	20.2	0.0	0.0	8.3				1.2	3.5	6.6	北									
2017/8/27	大田	24.5	30.1	18.3	0.0	0.0	11.8				1.2	3.8	7.1	北									
2017/8/28	大田	26.4	31.3	22.0	0.0	0.0	7.6				1.2	3.5	7.4	西北西									
2017/8/29	大田	25.4	31.3	22.8	4.5	3.0	3.3				1.1	3.4	8.9	南東									
2017/8/30	大田	25.5	30.9	21.6	0.0	0.0	11.3				1.5	4.0	7.8	北									
2017/8/31	大田	25.0	29.6	20.6	0.0	0.0	9.6				2.1	5.5	10.1	北北東									
2017/9/1	大田	21.7	27.2	17.8	1.0	1.0	3.8				1.8	5.6	11.4	北北東									
2017/9/2	大田	21.0	26.7	16.1	1.0	1.0	5.7				1.5	5.0	10.5	北									
2017/9/3	大田	22.1	26.8	17.3	0.0	0.0	10.3				1.9	5.4	10.4	北北東									
2017/9/4	大田	22.1	27.7	17.3	0.0	0.0	1.3				0.9	2.5	5.2	南南東									
2017/9/5	大田	23.3	27.5	19.9	0.0	0.0	1.5				1.7	4.3	8.4	南南東									
2017/9/6	大田	23.2	25.0	21.6	18.5	4.0	0.0				1.1	3.1	4.9	南南東									
2017/9/7	大田	22.9	24.1	20.9	68.0	9.0	0.0				1.0	3.1	6.8	東南東									
2017/9/8	大田	22.3	27.3	18.5	0.0	0.0	10.9				1.0	3.0	6.4	北北西									
2017/9/9	大田	22.6	29.1	17.5	0.0	0.0	9.9				1.4	3.6	7.0	南東									
2017/9/10	大田	23.6	28.9	19.1	0.0	0.0	7.6				1.3	3.7	6.1	南東									
2017/9/11	大田	23.8	26.0	22.6	47.0	5.5	0.0				2.5	5.6	11.5	南東									
2017/9/12	大田	23.4	27.5	20.7	2.0	0.5	3.1				1.2	3.2	6.7	北西									
2017/9/13	大田	23.0	28.4	19.3	0.0	0.0	8.5				1.3	3.2	6.4	南東									
2017/9/14	大田	22.2	27.6	16.9	0.0	0.0	9.9				1.9	5.2	10.8	北東									
2017/9/15	大田	21.6	24.5	18.6	0.0	0.0	4.6				2.3	4.7	9.6	東北東									
2017/9/16	大田	19.2	21.4	16.7	4.5	0.5	0.0				1.1	3.7	6.5	南東									
2017/9/17	大田	21.0	21.7	19.9	87.0	4.5	0.0				2.2	6.9	16.0	北北東									
2017/9/18	大田	21.8	26.1	17.7	0.0	0.0	5.9				1.6	5.3	12.4	北西									
2017/9/19	大田	22.1	27.6	17.0	0.0	0.0	7.0				1.9	3.4	9.3	南東									
2017/9/20	大田	22.5	27.9	16.6	0.0	0.0	1.3				1.7	3.6	9.9	南東									
2017/9/21	大田	20.3	26.7	15.2	0.0	0.0	10.7				1.4	4.1	7.8	北北東									
2017/9/22	大田	20.3	25.7	16.0	0.0	0.0	3.3				1.6	3.7	6.1	南南東									
2017/9/23	大田	21.4	26.3	17.9	0.0	0.0	3.0				1.2	3.0	5.1	南東									
2017/9/24	大田	20.5	26.1	16.0	0.0	0.0	8.9				1.2	2.7	5.2	東南東									
2017/9/25	大田	20.8	26.7	16.4	0.0	0.0	10.9				1.4	3.2	6.6	南東									
2017/9/26	大田	22.0	29.3	16.1	0.0	0.0	10.6				1.2	3.3	6.0	南南東									
2017/9/27	大田	22.0	24.2	20.5	13.0	2.0	0.0				1.1	3.3	7.3	南東									
2017/9/28	大田	19.3	23.4	14.7	11.0	1.0	5.2				2.4	7.1	15.7	北北東									
2017/9/29	大田	18.5	24.6	14.6	0.0	0.0	6.9				1.4	3.9	6.3	南東									
2017/9/30	大田	17.7	24.8	13.0	0.0	0.0	10.9				1.3	2.9	5.4	南東									
2017/10/1	大田	17.7	24.2	12.3	0.0	0.0	1.1				1.6	4.2	7.9	南南東									
2017/10/2	大田	19.1	21.3	16.6	55.5	3.5	0.0				1.8	6.1	12.0	南東									
2017/10/3	大田	20.2	22.4	16.3	11.0	1.5	2.2				2.3	5.9	11.7	北北東									
2017/10/4	大田	17.5	22.1	12.7	0.0	0.0	9.5				2.0	4.9	9.9	東北東									
2017/10/5	大田	18.0	22.7	13.1	0.5	0.5	3.6				1.4	3.7	8.2	南東									
2017/10/6	大田	17.6	19.2	16.1	55.5	2.0	0.2				1.6	6.2	11.0	南南東									
2017/10/7	大田	20.2	24.3	17.8	1.0	1.0	0.9				1.4	3.5	6.7	南南東									
2017/10/8	大田	21.4	27.5	17.6	0.0	0.0	8.1				1.2	3.3	5.7	東南東									
2017/10/9	大田	21.7	27.1	17.6	0.0	0.0	10.4				1.3	3.0	5.4	南									
2017/10/10	大田	21.8	27.8	18.1	0.0	0.0	8.0				1.1	2.8	5.8	南東									
2017/10/11	大田	22.2	27.7	18.0	4.0	1.5	9.3				1.4	3.5	7.6	南南東									
2017/10/12	大田	17.3	20.1	15.0	16.0	1.0	0.0				1.9	4.3	11.3	北北東									
2017/10/13	大田	17.9	23.4	14.5	2.5	0.5	4.7				1.1	2.8	9.0	南南東									
2017/10/14	大田	18.3	21.5	16.0	0.0	0.0	1.0				2.2	5.1	10.3	北									
2017/10/15	大田	16.9	18.7	14.8	4.5	0.5	0.0				1.6	4.7	11.9	北東									
2017/10/16	大田	15.8	17.7	14.1	1.5	0.5	0.0				0.9	3.1	6.0	東南東									
2017/10/17	大田	16.1	21.1	13.3	0.0	0.0	2.4				1.0	3.9	7.4	東南東									
2017/10/18	大田	16.2	18.6	13.4	5.5	0.5	1.3				1.6	4.7	10.3	北東									
2017/10/19	大田	15.4	18.5	12.5	6.5	0.5	0.0				1.1	3.9	9.3	南南東									
2017/10/20	大田	17.4	22.4	13.5	0.0	0.0	7.1				1.6	4.0	8.8	北東									
2017/10/21	大田	17.9	19.7	14.0	0.5	0.5	0.2				1.6	3.4	8.1	北東									
2017/10/22	大田	17.3	18.9	15.6	47.0	2.0	0.0				3.5	9.9	21.2	北北東									
2017/10/23	大田	15.5	17.3	12.7	0.5	0.5	2.9				4.1	10.9	23.0	北北西									
2017/10/24	大田	13.6	18.6	10.6	0.0	0.0	1.8				1.0	3.3	6.7	北東									
2017/10/25	大田	13.7	19.4	10.0	2.5	1.5	4.6				1.4	3.5	7.7	南南東									
2017/10/26	大田	14.2	21.3	7.9	0.0	0.0	9.6				1.1	3.1	5.9	南南東									
2017/10/27	大田	16.1	22.7	10.8	0.0	0.0	8.9				1.4	3.6	6.3	南南東									
2017/10/28	大田	16.3	18.2	13.3	11.5	0.5	0.0				1.1	3.2	5.5	南東									
2017/10/29	大田	17.0	19.2	14.7	22.0	5.0	0.0				2.4	5.7	13.8	北西									
2017/10/30	大田	12.5	15.8	6.9	12.0	5.5	3.0				2.8	6.2	15.7	北									
2017/10/31	大田	11.2	18.9	6.4	0.0	0.0	9.6				1.5	4.0	6.6	南南東									
2017/11/1	大田	13.9	20.4	8.6	0.0	0.0	9.6				2.2	4.2	8.3	南南東									
2017/11/2	大田	15.7	22.6	10.9	0.0	0.0	7.3				1.4	3.1	6.3	南									
2017/11/3	大田	16.3	21.9	12.3	12.5	6.5	6.9				1.7	3.2	6.9	南南東									
2017/11/4	大田	12.4	16.7	6.3	7.0	1.5	1.0				2.6	5.8	15.4	北北西									
2017/11/5	大田	10.0	17.6	5.3	0.0	0.0	9.3				1.1	3.6	5.9	南南東									
2017/11/6	大田	13.2	20.5	7.9	0.0	0.0	9.1				2.1	3.9	6.9	南南東									
2017/11/7	大田	15.5	19.8	10.8	0.0	0.0	3.4				2.0	3.9	6.7	南東									
2017/11/8	大田	16.2	22.4	11.9	5.5	4.5	1.2				1.5	3.2	9.8	南東									
2017/11/9	大田	13.3	17.8	7.3	0.0	0.0	6.1				1.6	4.5	8.9	東北東									
2017/11/10	大田	14.8	21.2	6.4	0.5	0.5	9.2				2.2	4.3	9.8	南東									
2017/11/11	大田	13.5	19.2	9.8	1.0	1.0	2.9				3.1	5.2	12.2	北西									
